File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF781NDN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1	1_1							/files/ENCFF064DDT/, /files/ENCFF844PQH/, /files/ENCFF504ZFN/	5682802	ENCODE Processing Pipeline	6175499cdb48e659bc557f04b50ef6e9		https://www.encodeproject.org/files/ENCFF781NDN/@@download/ENCFF781NDN.bed.gz				released	s3://encode-public/2017/03/10/08207aa3-f1c3-4b7a-861b-9af256536eb9/ENCFF781NDN.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF697LJL	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	2	2_1, 2_2							/files/ENCFF064DDT/, /files/ENCFF906SNA/, /files/ENCFF504ZFN/	7192429	ENCODE Processing Pipeline	56c8257bc999521f0618e93441ab7222		https://www.encodeproject.org/files/ENCFF697LJL/@@download/ENCFF697LJL.bed.gz				released	s3://encode-public/2017/03/10/d8436dbe-ca62-4f21-9f3e-d4d36b85a20c/ENCFF697LJL.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF280FIG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF064DDT/, /files/ENCFF906SNA/, /files/ENCFF844PQH/, /files/ENCFF504ZFN/	7211856	ENCODE Processing Pipeline	fe71d29997645bf8734ec716a923794d		https://www.encodeproject.org/files/ENCFF280FIG/@@download/ENCFF280FIG.bed.gz				released	s3://encode-public/2017/03/10/4d56af32-b8b5-4e42-bae6-dd18e36b18a7/ENCFF280FIG.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF100GWW	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF781NDN/, /files/ENCFF697LJL/, /files/ENCFF419RSJ/, /files/ENCFF280FIG/	62246	ENCODE Processing Pipeline	eb0f130534f86da5222e17a8d0811439		https://www.encodeproject.org/files/ENCFF100GWW/@@download/ENCFF100GWW.bed.gz				released	s3://encode-public/2017/03/10/b75ebba2-4041-4535-baf9-5c30454dae78/ENCFF100GWW.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF658SXI	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF781NDN/, /files/ENCFF697LJL/, /files/ENCFF419RSJ/, /files/ENCFF280FIG/	122072	ENCODE Processing Pipeline	1ee91329fad981f8122dadc318d79650		https://www.encodeproject.org/files/ENCFF658SXI/@@download/ENCFF658SXI.bed.gz				released	s3://encode-public/2017/03/10/db74b9c1-6693-437a-922b-2a27ec86b3fe/ENCFF658SXI.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF276JMG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1	1_1							/files/ENCFF356LFX/, /files/ENCFF381IYY/, /files/ENCFF853FRF/, /files/ENCFF451YMU/, /files/ENCFF387ZWJ/, /files/ENCFF623AJW/	23899	ENCODE Processing Pipeline	7ce60676bbd9642d317fb6bdfc662620		https://www.encodeproject.org/files/ENCFF276JMG/@@download/ENCFF276JMG.bed.gz				released	s3://encode-public/2021/03/20/e8f5f57e-869c-4730-97cb-9f1807ed1b25/ENCFF276JMG.bed.gz	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF117JJP	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF356LFX/, /files/ENCFF904ZKD/, /files/ENCFF381IYY/, /files/ENCFF853FRF/, /files/ENCFF451YMU/, /files/ENCFF387ZWJ/, /files/ENCFF623AJW/	65528	ENCODE Processing Pipeline	4aa10917c09b92377dae06df01c4eb1b		https://www.encodeproject.org/files/ENCFF117JJP/@@download/ENCFF117JJP.bed.gz				released	s3://encode-public/2021/03/20/21e0d6d3-28cf-49d2-9ef6-e924fd39a655/ENCFF117JJP.bed.gz	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF593HSP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	2	2_1, 2_2							/files/ENCFF356LFX/, /files/ENCFF904ZKD/, /files/ENCFF381IYY/, /files/ENCFF853FRF/, /files/ENCFF451YMU/, /files/ENCFF623AJW/	111386	ENCODE Processing Pipeline	df4f2491eb2cf87f60f4119da9fa808d		https://www.encodeproject.org/files/ENCFF593HSP/@@download/ENCFF593HSP.bed.gz				released	s3://encode-public/2021/03/20/71b7a8c5-8650-4165-bb0d-8e0526d45d8c/ENCFF593HSP.bed.gz	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF338IDU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AVA	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		see document, sonication (generic)	300-600	1, 2	1_1, 2_1, 2_2							/files/ENCFF356LFX/, /files/ENCFF904ZKD/, /files/ENCFF381IYY/, /files/ENCFF853FRF/, /files/ENCFF451YMU/, /files/ENCFF387ZWJ/, /files/ENCFF623AJW/	126401	ENCODE Processing Pipeline	4354bf109e1f545fb478f4d5d8706641		https://www.encodeproject.org/files/ENCFF338IDU/@@download/ENCFF338IDU.bed.gz				released	s3://encode-public/2021/03/20/7796a6ed-c449-4ace-a967-155ad5965700/ENCFF338IDU.bed.gz	ENCODE4 v1.7.1 GRCh38	released	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient replicate concordance	
ENCFF002CJO	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BHO	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document											424230	ENCODE Consortium Analysis Working Group	8c2f6676e4f0bfee35ce23fb53b922e8		https://www.encodeproject.org/files/ENCFF002CJO/@@download/ENCFF002CJO.bed.gz				archived	s3://encode-public/2014/06/06/22e42d15-5019-473b-8d1c-25214b99e5d2/ENCFF002CJO.narrowPeak.gz	Lab custom hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF957ADP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF184PWQ/, /files/ENCFF948LKH/	5142962	ENCODE Processing Pipeline	c14c27ca56233069a3e3ecbb183b2a02		https://www.encodeproject.org/files/ENCFF957ADP/@@download/ENCFF957ADP.bed.gz				released	s3://encode-public/2016/12/16/25fd311d-1db0-497d-91fb-a1316080dae0/ENCFF957ADP.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF966SAM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF315QGI/, /files/ENCFF948LKH/	4792578	ENCODE Processing Pipeline	49aa646a519c8409c5dae7f24f4fbaa7		https://www.encodeproject.org/files/ENCFF966SAM/@@download/ENCFF966SAM.bed.gz				released	s3://encode-public/2016/12/16/03981007-6670-4244-b533-fc1024b71024/ENCFF966SAM.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF893YFW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF184PWQ/, /files/ENCFF315QGI/, /files/ENCFF948LKH/	5649525	ENCODE Processing Pipeline	c66da9dc07e99fbf9edcc14de59ff477		https://www.encodeproject.org/files/ENCFF893YFW/@@download/ENCFF893YFW.bed.gz				released	s3://encode-public/2016/12/16/179a6736-c8d3-4a18-8cf7-d7b4de214b18/ENCFF893YFW.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF026ZRB	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF966SAM/, /files/ENCFF419RSJ/, /files/ENCFF957ADP/, /files/ENCFF893YFW/	476790	ENCODE Processing Pipeline	1d4b173e5856c2bf1c206f9fc6a3af00		https://www.encodeproject.org/files/ENCFF026ZRB/@@download/ENCFF026ZRB.bed.gz				released	s3://encode-public/2016/12/16/1d8f9ebc-4a97-48c6-b304-1bdc80574f43/ENCFF026ZRB.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF870SFJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF966SAM/, /files/ENCFF419RSJ/, /files/ENCFF957ADP/, /files/ENCFF893YFW/	491657	ENCODE Processing Pipeline	37a1e34d55ce2dbc5e698b270c80ac13		https://www.encodeproject.org/files/ENCFF870SFJ/@@download/ENCFF870SFJ.bed.gz				released	s3://encode-public/2016/12/16/1f1f1daa-1cd5-4a23-9677-504e556923e1/ENCFF870SFJ.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF084XPA	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF356DXM/, /files/ENCFF089LSW/	4801634	ENCODE Processing Pipeline	4922ff395d00f92548c39d35d3cce488		https://www.encodeproject.org/files/ENCFF084XPA/@@download/ENCFF084XPA.bed.gz				released	s3://encode-public/2017/12/08/f2e76d9e-fca0-4053-91d8-d8518f912837/ENCFF084XPA.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF982FRQ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF084XPA/, /files/ENCFF001TDO/, /files/ENCFF967ZPP/, /files/ENCFF361YHU/	482535	ENCODE Processing Pipeline	8b828fb07fc3ce5dda2d1a5179099d0b		https://www.encodeproject.org/files/ENCFF982FRQ/@@download/ENCFF982FRQ.bed.gz				released	s3://encode-public/2017/12/08/5e53bf0b-368a-43ec-8ec8-2dd35defadb4/ENCFF982FRQ.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF967ZPP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF356DXM/, /files/ENCFF456OEK/	5134541	ENCODE Processing Pipeline	bb2e02bddc20ea7fbc4c4947d3876f65		https://www.encodeproject.org/files/ENCFF967ZPP/@@download/ENCFF967ZPP.bed.gz				released	s3://encode-public/2017/12/08/3fd4c338-e13f-46b4-ba25-17f21036c4ba/ENCFF967ZPP.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF202SNU	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF084XPA/, /files/ENCFF001TDO/, /files/ENCFF967ZPP/, /files/ENCFF361YHU/	484992	ENCODE Processing Pipeline	80c3d936154d88a4a35c94bd1f3b8842		https://www.encodeproject.org/files/ENCFF202SNU/@@download/ENCFF202SNU.bed.gz				released	s3://encode-public/2017/12/08/4d7c89c2-f330-4d86-8d34-b8831477e512/ENCFF202SNU.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF361YHU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356DXM/, /files/ENCFF089LSW/, /files/ENCFF456OEK/	5646633	ENCODE Processing Pipeline	e5c12f13706b7c4018dc6a3c595e2062		https://www.encodeproject.org/files/ENCFF361YHU/@@download/ENCFF361YHU.bed.gz				released	s3://encode-public/2017/12/08/d60999c4-fbf2-4723-a59a-14c1288e1d18/ENCFF361YHU.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF391HRF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF702DIC/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	372879	ENCODE Processing Pipeline	638d46971e850877a36096d52360e76e		https://www.encodeproject.org/files/ENCFF391HRF/@@download/ENCFF391HRF.bed.gz				released	s3://encode-public/2020/12/26/002baf9e-cbf5-471a-95d6-3e0d6a79dde3/ENCFF391HRF.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF432VDS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF426USV/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	249879	ENCODE Processing Pipeline	b5202ef7ebabab23f52f81954537c50c		https://www.encodeproject.org/files/ENCFF432VDS/@@download/ENCFF432VDS.bed.gz				released	s3://encode-public/2020/12/26/6fdb4ffa-0d07-4ac7-ad95-86bcfa76d301/ENCFF432VDS.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF614NUR	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF426USV/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/, /files/ENCFF702DIC/	481588	ENCODE Processing Pipeline	31d2987d9e4687389a0c0285b41755d4		https://www.encodeproject.org/files/ENCFF614NUR/@@download/ENCFF614NUR.bed.gz				released	s3://encode-public/2020/12/26/5f3c8134-cc3d-4315-9431-d404c6da7fa7/ENCFF614NUR.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF886BPR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHO	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										TAF1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF426USV/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/, /files/ENCFF702DIC/	486873	ENCODE Processing Pipeline	65ef109b2d64a505af73089d36711865		https://www.encodeproject.org/files/ENCFF886BPR/@@download/ENCFF886BPR.bed.gz				released	s3://encode-public/2020/12/26/1e84d0b8-5a9c-4836-88f0-34dfdaeb30b7/ENCFF886BPR.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF545IZI	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723CXP/, /files/ENCFF356LFX/, /files/ENCFF855LUO/, /files/ENCFF894EQJ/, /files/ENCFF618AQB/	323313	ENCODE Processing Pipeline	5c9564b7cf3d8b0005c750cad1f1ed29		https://www.encodeproject.org/files/ENCFF545IZI/@@download/ENCFF545IZI.bed.gz				released	s3://encode-public/2021/01/05/6fdfc09d-a1ef-4dea-b68f-a24d621a27f0/ENCFF545IZI.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF355ARF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1	1_1							/files/ENCFF855LUO/, /files/ENCFF723CXP/, /files/ENCFF618AQB/, /files/ENCFF356LFX/	226758	ENCODE Processing Pipeline	714c87d15254f307908f6747ea0a1d5f		https://www.encodeproject.org/files/ENCFF355ARF/@@download/ENCFF355ARF.bed.gz				released	s3://encode-public/2021/01/05/06415623-f277-468e-9cd9-e24fa0fa8628/ENCFF355ARF.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF719PIM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		2	2_1							/files/ENCFF855LUO/, /files/ENCFF618AQB/, /files/ENCFF894EQJ/, /files/ENCFF356LFX/	222896	ENCODE Processing Pipeline	ffbd95a4fec474015974d018feeec6f0		https://www.encodeproject.org/files/ENCFF719PIM/@@download/ENCFF719PIM.bed.gz				released	s3://encode-public/2021/01/05/dce59b09-8f71-4edc-8e5e-b7039a36c5d6/ENCFF719PIM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF978KGB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSN	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF723CXP/, /files/ENCFF356LFX/, /files/ENCFF855LUO/, /files/ENCFF894EQJ/, /files/ENCFF618AQB/	358032	ENCODE Processing Pipeline	fc8296ce9b1cd964d7b121db26f0d5a9		https://www.encodeproject.org/files/ENCFF978KGB/@@download/ENCFF978KGB.bed.gz				released	s3://encode-public/2021/01/05/2641bc39-1eef-4812-b9a6-74d505a05f63/ENCFF978KGB.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF002CIT	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BIP	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document											52410	ENCODE Consortium Analysis Working Group	2c0c565a76897f3160d301f7ec998e47		https://www.encodeproject.org/files/ENCFF002CIT/@@download/ENCFF002CIT.bed.gz				archived	s3://encode-public/2014/06/06/d3cba320-9c22-41c4-bbdf-5984f41e8ab3/ENCFF002CIT.narrowPeak.gz			mild to moderate bottlenecking, low read length, low read depth		
ENCFF702WPJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BIP	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF356DXM/, /files/ENCFF756YAE/	3568604	ENCODE Processing Pipeline	71929a7a0a5c589ffb5ea443f2a8db03		https://www.encodeproject.org/files/ENCFF702WPJ/@@download/ENCFF702WPJ.bed.gz				released	s3://encode-public/2017/04/21/67ea4878-6345-4858-9744-893769519b3a/ENCFF702WPJ.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
ENCFF175OER	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	hg19	ENCSR000BIP	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BCL11A-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF001TDO/, /files/ENCFF702WPJ/	20232	ENCODE Processing Pipeline	754ac9672f59f5478f243937366b1ccf		https://www.encodeproject.org/files/ENCFF175OER/@@download/ENCFF175OER.bed.gz				released	s3://encode-public/2017/04/21/f24a51c9-8019-4ec9-80d8-bec6f0e35482/ENCFF175OER.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read length, low read depth		
